Date,Open,High,Low,Close,Volume,50SMA,200SMA,RSI,OBV,Labels
2005-02-02 18:00:00,1.2061,1.2061,1.2053,1.2053,78400,1.1574,1.0867395,69.40770268648848,-184287376,0.0
2005-02-03 08:00:00,1.2047,1.2053,1.2004,1.2023,1203552,1.159502,1.0878485,65.58984257948518,-184365776,1.0
2005-02-03 09:00:00,1.2023,1.2073,1.1953,1.1969,116634504,1.16149,1.088932,59.27002372024817,-185569328,1.0
2005-02-03 10:00:00,1.1966,1.1969,1.1754,1.1848,268267832,1.16312,1.0899254999999999,48.08882217150599,-302203832,3.0
2005-02-03 11:00:00,1.1848,1.189,1.183,1.1848,75212480,1.1647340000000002,1.0908354999999998,39.968769655074794,268267832,3.0
2005-02-03 12:00:00,1.1851,1.1855,1.1781,1.1796,61312272,1.1662419999999998,1.091714,37.07169431158784,-377416312,3.0
2005-02-03 13:00:00,1.1796,1.2006,1.1795,1.1861,45247496,1.16791,1.0924595,42.66599712391257,-316104040,3.0
2005-02-03 14:00:00,1.1863,1.1871,1.1828,1.1846,51526832,1.169524,1.0931525,41.743736144502186,-361351536,3.0
2005-02-03 15:00:00,1.1843,1.1904,1.1817,1.1825,96419120,1.1709100000000001,1.0937945,40.426243964858024,-412878368,3.0
2005-02-03 16:00:00,1.1825,1.1839,1.1819,1.182,2086224,1.172316,1.094438,40.101713811040455,-509297488,3.0
2005-02-03 17:00:00,1.1825,1.186,1.1813,1.186,1036280,1.173864,1.0951060000000001,43.976406769559226,-507211264,3.0
2005-02-03 18:00:00,1.181,1.1826,1.1798,1.1826,264712,1.1754280000000001,1.0957485,41.5179508993931,-508247544,3.0
2005-02-04 08:00:00,1.1822,1.1893,1.1822,1.184,1072344,1.17688,1.09639,42.93265033844966,-507982832,3.0
2005-02-04 09:00:00,1.1836,1.1954,1.1784,1.1939,103824224,1.1784100000000002,1.0970815,51.81012156382923,-506910488,3.0
2005-02-04 10:00:00,1.1939,1.1951,1.1798,1.1904,154965104,1.179732,1.0976835,48.91314683238965,-610734712,3.0
2005-02-08 10:00:00,1.2155,1.2304,1.2121,1.2276,240768360,1.195282,1.1163665,69.95163025032832,-193765880,2.0
2005-02-08 11:00:00,1.2276,1.2369,1.2254,1.2267,164397912,1.1961840000000001,1.1176095000000001,69.07512793076161,-434534240,2.0
2005-02-08 12:00:00,1.2266,1.2311,1.2217,1.2269,99610112,1.1970560000000001,1.1188470000000001,69.1675839003409,-270136328,2.0
2005-02-08 13:00:00,1.2269,1.2327,1.2229,1.227,85292088,1.197946,1.1201075,69.2171392689441,-170526216,2.0
